source,relationship,target
APT actors,maintain access,webshells
Iranian government-sponsored APT actors,installed,XMRig crypto mining software
Iranian government-sponsored APT actors,implanted,Ngrok reverse proxies
Iranian government-sponsored APT actors,connected to,182.54.217[.]2
C:\users\public\mde.ps1,download,file.zip
file.zip,contain,XMRig cryptocurrency mining software
file.zip,contain,config.json
file.zip,contain,WinRing0x64.sys
file.zip,contain,wuacltservice.exe
file.zip,contain,RuntimeBroker.exe
RuntimeBroker.exe,test,8.8.8.8
APT cyber actors,access,Microsoft Exchange server
Microsoft Exchange server,access,EWS
Microsoft Exchange server,IP,M247
CovalentStealer,use,Microsoft Exchange server
China's PLA,upload,malware
malicious cyber actor,send,phishing email
phishing email,URL,hxxps://leanproconsulting[.]com.br/gov/covid19relief/sba.gov
RAT,inject,msiexec[.]exe
RAT,inject,svchost[.]exe
FlawedGrace,establish,C2 connection to 92.118.36[.]199
Python script,download and run,Python script
SideCopy,carry out,spear-phishing email attacks
Google's Threat Analysis Group,reveal,CVE-2023-26083
spyware vendor,abuse,CVE-2023-26083
Ai.type,suffered,data breach
C:\Users\Public\MSLoader.exe,execute,MSDriverLoader.exe
MSDriverLoader.exe,download,MSDriverMonitor.exe
MSDriverMonitor.exe,execute,Dark Crystal RAT
Dark Crystal RAT,RAT,MSDriverMonitor.exe
MSDriverLoader.exe,IP,72[.]167[.]223[.]219
MSDriverMonitor.exe,IP,203[.]96[.]191[.]70
Fortinet,released,IPS signature Adobe.Illustrator.CVE-2022-23186.Arbitrary.Code.Execution
C2 shipmentofficedepot[.]com,seen in,US-based victims
C2 shipmentofficedepot[.]com,seen in,Mozambique
C2 shipmentofficedepot[.]com,seen in,Singapore
Msi.dll,act as,WinSCP installer
Msi.dll,act as,Python execution environment
python310.dll,connect to,167[.]88[.]164[.]141
new.bat,download and execute,MSDriverLoader.exe
MSDriverLoader.exe,save as,C:\Users\Public\MSLoader.exe
C:\Users\Public\MSLoader.exe,execute,MSDriverLoader.exe
MSDriverLoader.exe,download and execute,MSDriverMonitor.exe
MSDriverMonitor.exe,IP,203[.]96[.]191[.]70
Hive actors,use,T1566.001
Hive actors,exploit,CVE-2020-12812
Hive actors,exploit,CVE-2021-31207
Hive actors,exploit,CVE-2021-34473
Hive ransomware,exploit,CVE-2021-34523
Hive ransomware,use,T1537
Hive ransomware,use,T1537
Hive ransomware,use,T1537
Hive ransomware,use,T1537
Hive ransomware,use,T1537
Hive ransomware,use,T1537
Hive ransomware,use,Rclone
Rclone,use,Mega.nz
Hive ransomware,use,vssadmin
Hive ransomware,use,PowerShell
Impacket tools,tool,wmiexec.py
Impacket tools,tool,smbexec.py
T1095,use,PowerShell
T1095,use,WinRAR
T1095,use,powershell dir
T1095,use,dir.exe
T1095,use,Exchange server
Maui,create,maui.log
Maui,use,TA0010
PRC state-sponsored cyber actors,use,T1555
PRC state-sponsored cyber actors,use,T1555
PRC state-sponsored cyber actors,gain credentials from,RADIUS server
PRC state-sponsored cyber actors,use,TA0010
PRC state-sponsored cyber actors,use,TA0010
Karakurt,use,T1591.002
Karakurt,use,T1589.001
Karakurt,use,T1589.001
Karakurt,use,intrusion broker networks
intrusion broker networks,sell access to,Karakurt
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Schneider Electric ICS,associated with,T0836
Cyclops Blink,use,T1542.001
Sandworm,use,Cyclops Blink
Cyclops Blink,use,T1542.001
Cyclops Blink,use,T1071.001
Cyclops Blink,use,T1071.001
Cyclops Blink,connect to,Tor network
Russian state-sponsored APT actors,use,cmd.exe
Russian state-sponsored APT actors,use,PowerShell
Russian state-sponsored APT actors,persistence,T1555
Russian state-sponsored APT actors,use,T1555
Russian state-sponsored APT actors,use,T1555
Russian state-sponsored APT actors,use,T1555
Russian state-sponsored APT actors,use,T1555
Russian state-sponsored APT actors,use,T1555
Russian state-sponsored APT actors,use,T1555
T1573.001,used by,CVE-2021-44077
T1573.001,used by,T1573.001
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
NTDS.dit,stolen by,T1573.001
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
T1573.001,used by,actors
BlackMatter,leverages,T1486
BlackMatter,leverages,T1486
BlackMatter,leverages,T1486
BlackMatter,uses,T1486
BlackMatter,leverages,T1486
BlackMatter,leverages,T1486
BlackMatter,uses,T1486
BlackMatter,uses,T1486
BlackMatter,uses,T1486
BlackMatter,uses,T1486
BlackMatter,attempts,T1486
BlackMatter,impacts,T1486
BlackMatter,encrypts,T1486
BlackMatter,use,T1561
Chinese actors,use,T1120
APT40,conduct,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,T1583.001
APT40,use,S0183
APT40,use,T1583.001
Chinese state-sponsored cyber actors,use,TA0043
Chinese state-sponsored cyber actors,use,TA0043
Chinese state-sponsored cyber actors,gain information about,Microsoft 365
Chinese state-sponsored cyber actors,automate,Python scripts
Chinese state-sponsored cyber actors,use,TA0001
Chinese state-sponsored cyber actors,use,T1190
Chinese state-sponsored cyber actors,use,TA0003
TA0003,apply to,TA0003
Chinese state-sponsored cyber actors,exploit,CVE-2019-11510
Chinese state-sponsored cyber actors,exploit,CVE-2019-19781
Chinese state-sponsored cyber actors,exploit,CVE-2020-5902
Chinese state-sponsored cyber actors,use,T1059
Chinese state-sponsored cyber actors,use,T1059
Chinese state-sponsored cyber actors,use,PowerShell
PowerShell,push logs into,SIEM
Chinese state-sponsored cyber actors,use,TA0004
Chinese state-sponsored cyber actors,use,TA0004
Chinese state-sponsored cyber actors,use,TA0004
Chinese state-sponsored cyber actors,use,Cobalt Strike
Chinese state-sponsored cyber actors,use,webshells
Chinese state-sponsored cyber actors,use,schtask
Chinese state-sponsored cyber actors,use,crontab
Chinese state-sponsored cyber actors,use,TA0005
Chinese state-sponsored cyber actors,use,TA0005
Chinese state-sponsored cyber actors,use,TA0005
TA0005,applies to,TA0005
TA0005,applies to,TA0005
Chinese state-sponsored cyber actors,use,DLL
DLL,used in,malware installation process
Chinese state-sponsored cyber actors,use,TA0005
Chinese state-sponsored cyber actors,inject into,rundll32.exe
rundll32.exe,hide usage of,Mimikatz
Chinese state-sponsored cyber actors,inject into,explorer.exe
Chinese state-sponsored cyber actors,use,TA0005
T1564,used by,Chinese state-sponsored cyber actors
Chinese state-sponsored cyber actors,use,7-Zip utility
Chinese state-sponsored cyber actors,use,Zip and RAR archive tools
T1564,used by,Chinese state-sponsored cyber actors
T1564,used by,Chinese state-sponsored cyber actors
Chinese state-sponsored cyber actors,use,T1027
Chinese state-sponsored cyber actors,attacke,T1003.003
Chinese state-sponsored cyber actors,attacke,T1003.003
Chinese state-sponsored cyber actors,attacke,T1003.003
Chinese state-sponsored cyber actors,attacke,T1003.003
Chinese state-sponsored cyber actors,attacke,T1003.003
T1069,used by,Chinese state-sponsored cyber actors
T1069,used by,Chinese state-sponsored cyber actors
T1069,used by,Chinese state-sponsored cyber actors
Chinese state-sponsored cyber actors,use,WMI
Chinese state-sponsored cyber actors,use,PowerShell
Chinese state-sponsored cyber actors,use,net group
Chinese state-sponsored cyber actors,use,net localgroup
Chinese state-sponsored cyber actors,use,T1057
Chinese state-sponsored cyber actors,use,T1210
Chinese state-sponsored cyber actors,use,T1210
Chinese state-sponsored cyber actors,use,T1115
Chinese state-sponsored cyber actors,use,T1115
Chinese state-sponsored cyber actors,use,RAR archives
Chinese state-sponsored cyber actors,use,cloud storage services
Chinese state-sponsored cyber actors,use,T1115
Chinese state-sponsored cyber actors,use,rdpclip.exe
Chinese state-sponsored cyber actors,use,clipboard
Chinese state-sponsored cyber actors,use,T1105
Chinese state-sponsored cyber actors,use,T1105
Chinese state-sponsored cyber actors,use,Dropbox® API
Chinese state-sponsored cyber actors,use,Microsoft OneDrive® API
Chinese state-sponsored cyber actors,use,T1105
Constant Contact,leveraged by,threat actor
TrickBot,drop,Ryuk
TrickBot,drop,Conti ransomware
TrickBot,use,TA0040
TrickBot,use,TA0040
TrickBot,gather information,TA0040
TrickBot,manipulate systems and data,TA0040
TrickBot,use,T1055.012
TrickBot,use,T1055.012
TrickBot,use,T1055.012
TrickBot,use,T1055.012
TrickBot,use,T1055.012
TrickBot,use,T1016
TrickBot,use,T1016
TrickBot,use,T1016
TrickBot,use,esentutl
TrickBot,use,T1016
TrickBot,use,T1016
TrickBot,obtain,Outlook
TrickBot,obtain,Filezilla
TrickBot,obtain,OpenSSH
TrickBot,obtain,OpenVPN
TrickBot,obtain,WinSCP
TrickBot,use,T1008
TrickBot,collects email addresses from,Outlook
TrickBot,utilizing,Nltest
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1008
TrickBot,use,T1496
TrickBot,use,T1496
TrickBot,use,T1496
TrickBot,use,T1496
TrickBot,use,T1496
TrickBot,use,T1496
TrickBot,use,T1496
CrashReporter program,send to,C2 website
MSI Installer,execute,CoinGoTrade.exe
CoinGoTradeUpdate.exe,run,CoinGoTradeUpdate.exe
PowerShell,necessary for,TA0004
threat actor,use,TA0009
threat actor,evade,TA0009
threat actor,steal,TA0009
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
APT actors,employ,T1059.004
Acunetix,use,T1190
Acunetix,use,T1190
Acunetix,use,T1595.002
Kimsuky,use,T1185
Kimsuky,use,T1185
Google Chrome Web Store,used by,Kimsuky
Google+,compromised,Kimsuky
Kimsuky,use,T1021.001
Kimsuky,use,GREASE
GREASE,use,T1021.001
Kimsuky,use,T1546.001
Kimsuky,use,document stealer module
document stealer module,change,Hangul Word Processor
Kimsuky,target,Microsoft Office
Kimsuky,use,TA0004
Kimsuky,use,TA0004
Kimsuky,inject,explorer.exe
explorer.exe,link to,T1055
Kimsuky,save,dfe8b437dd7c417a6d.tmp
Kimsuky,use,T1070.004
Kimsuky,use,Metasploit
Kimsuky,use,C2 server
Kimsuky,use,T1070.004
Kimsuky,use,T1070.004
Kimsuky,use,keylogger
Kimsuky,use,T1056.001
Kimsuky,use,T1056.001
Kimsuky,use,T1056.001
keylogger,log keystrokes,C:\WINDOWS\setup.log
Kimsuky,use,C2 server
Kimsuky,use,T1562.004
Kimsuky,use,TeamViewer client
Kimsuky,create,Remote Access Service
Remote Access Service,execute,C:\Windows\System32cmon.exe
Kimsuky,use,T1562.004
Kimsuky,use,T1562.004
Kimsuky,use,T1074.001
Kimsuky,use,T1074.001
Kimsuky,use,T1074.001
Emotet,execute,powershell.exe
Emotet,use,T1110.001
Emotet,inject in,Explorer.exe
Emotet,use,T1110.001
Emotet,use,Powershell
Emotet,use,T1110.001
Emotet,run,PowerShell script
Emotet,use,T1110.001
Emotet,use,T1110.001
Emotet,use,T1110.001
Emotet,use,T1573.002
Emotet,use,T1573.002
Emotet,use,T1573.002
Emotet,use,T1573.002
Emotet,use,T1573.002
Emotet,use,T1573.002
Emotet,use,T1573.002
LokiBot,use,T1564.001
LokiBot,use,T1564.001
LokiBot,use,T1564.001
LokiBot,use,T1564.001
LokiBot,use,T1564.001
threat actor,use,T1546.008
threat actor,install,FRPC
FRPC,tool,NetScaler
threat actor,use,FRPC
threat actor,use,T1546.008
T1546.008,use,web shells
web shells,call out,NetScaler
NetScaler,tool,ChunkyTuna
threat actor,use,T1546.008
T1572,used by,threat actor
7-Zip,used by,threat actor
T1572,used by,threat actor
T1572,used by,threat actor
T1572,used by,threat actor
Chinese MSS-affiliated actors,use,TA0014
Chinese MSS-affiliated actors,gather,Shodan
Chinese MSS-affiliated actors,use,T1245
Chinese MSS-affiliated actors,use,1245
CVE-2020-0688,exploited by,Chinese MSS-affiliated actors
Chinese MSS-affiliated actors,use,T1291
Chinese MSS-affiliated actors,use,T1291
Chinese MSS-affiliated actors,use,T1291
Chinese MSS-affiliated actors,scanning for,CVE-2019-11510
actors,leverage,CVE-2019-19781
Chinese MSS-affiliated actors,use,TA0002
Chinese MSS-affiliated actors,use,T1003.001
Chinese MSS-affiliated actors,use,T1003.001
Chinese MSS-affiliated actors,use,TA0007
CVE-2020-0688,exploited by,Chinese MSS-affiliated threat actors
Chinese MSS-affiliated threat actors,use,TA0009
Chinese MSS-affiliated actors,use,T1090.002
Chinese MSS-affiliated actors,use,T1090.002
BeagleBoyz,use,b484b0dff093f358897486b58266d069
BeagleBoyz,use,f34b72471a205c4eee5221ab9a349c55
BeagleBoyz,use,4c26b2d0e5cd3bfe0a3d07c4b85909a4
BeagleBoyz,use,52ec074d8cb8243976963674dd40ffe7
BeagleBoyz,use,d1d779314250fab284fd348888c2f955
BeagleBoyz,use,cf733e719e9677ebfbc84a3ab08dd0dc
BeagleBoyz,use,01d397df2a1cf1d4c8e3615b7064856c
BeagleBoyz,work with,TA505
BeagleBoyz,use,TA0001
BeagleBoyz,use,T1204
BeagleBoyz,use,T1204
BeagleBoyz,use,T1204
BeagleBoyz,use,T1204
BeagleBoyz,use,T1204
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,T1505.003
BeagleBoyz,use,ECCENTRICBANDWAGON
ECCENTRICBANDWAGON,available at,https://us-cert.cisa.gov/northkorea
BeagleBoyz,use,TA0006
BeagleBoyz,use,reconnaissance tools
BeagleBoyz,use,administrative tools
BeagleBoyz,use,PowerShell
BeagleBoyz,use,PowerShell Empire
BeagleBoyz,use,T1113
BeagleBoyz,use,T1113
BeagleBoyz,use,T1113
BeagleBoyz,use,T1113
BeagleBoyz,use,T1113
BeagleBoyz,use,CROWDEDFLOUNDER
BeagleBoyz,use,HOPLIGHT
BeagleBoyz,use,T1041
BeagleBoyz,use,T1041
BeagleBoyz,use,T1041
BeagleBoyz,use,Exfiltration Over C2 Channel
Exfiltration Over C2 Channel,technique,T1041
KONNI,use,T1059.003
KONNI,use,Command Prompt
Command Prompt,copy,certutil.exe
Command Prompt,rename,certutil.exe
KONNI,use,cmd.exe
KONNI,use,T1112
KONNI,use,T1112
KONNI,use,T1112
KONNI,use,T1112
KONNI,use,systeminfo.exe
KONNI,use,T1112
KONNI,use,T1112
KONNI,use,T1112
Russian state-sponsored APT actors,use,T1059.003
Russian state-sponsored APT actors,use,T1059.003
Russian state-sponsored APT actors,use,T1059.003
Russian state-sponsored APT actors,gain access to,SolarWinds Orion
Russian state-sponsored APT actors,use,T1059.003
Russian state-sponsored APT actors,use,T1059.003
Russian state-sponsored APT actors,use,Windows Command Shell
cyber actors,use,T1020.001
cyber actors,use,T1020.001
malicious DLL,use,T1574.001
curl command,download,cronb.sh
Process Telemetry,detect,cronb.sh
QAKBOT,use,TA0003
QAKBOT,use,TA0003
QAKBOT,use,TA0003
QAKBOT,use,TA0003
QAKBOT,use,TA0003
QAKBOT,use,TA0003
Cobalt Strike,use,PsExec
Cobalt Strike,use,Service Control Manager
QAKBOT,use,VBS
QAKBOT,use,Wscript
Wscript,execute,Jscript
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
QAKBOT,use,T1021
T1021,use,T1021
Cobalt Strike,use,Window admin shares
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
QAKBOT,use,T1491
Black Basta,use,vssadmin tool
Truebot,use,T1036
Truebot,use,T1036
Truebot,use,T1036
Truebot,use,T1036
Truebot,use,T1036
Truebot,use,T1016
Truebot,use,T1016
Truebot,use,T1016
Truebot,use,T1016
Truebot,use,T1620
Truebot,use,T1620
Truebot,use,T1620
Truebot,use,T1620
Truebot,use,T1550.002
Truebot,use,T1550.002
Truebot,use,T1550.002
Truebot,use,T1550.002
Truebot,use,T1550.002
LockBit,use,7-zip
LockBit,use,T1562
LockBit,use,AdFind
Ligolo,establish tunnels,T1003.001
LostMyPassword,recover passwords,T1003.001
MEGA Ltd,facilitate synchronization,T1003.001
MegaSync,facilitate synchronization,T1003.001
Microsoft Sysinternals ProcDump,monitor applications,T1003.001
Microsoft Sysinternals ProcDump,obtain credentials,T1003.001
Microsoft Sysinternals PsExec,obtain credentials,T1003.001
LockBit affiliate,use,TA0002
LockBit affiliate,use,TA0002
LockBit affiliate,use,TA0002
LockBit affiliate,use,TA0002
LockBit affiliate,use,TA0002
LockBit affiliate,use,TA0002
LockBit,use,T1548
LockBit,use,batch scripts
LockBit,use,T1548
LockBit,use,Chocolatey
LockBit,use,T1548
LockBit,use,PsExec
LockBit,use,T1548
LockBit,use,T1548
LockBit,use,T1548
LockBit,use,T1548
LockBit,use,T1562.001
LockBit,use,T1562.001
LockBit,use,T1562.001
LockBit,use,T1562.001
LockBit,use,T1562.001
LockBit 3.0,use,Bat Armor
LockBit 3.0,deploy,123.bat
LockBit 3.0,modify,EDR
LockBit 3.0,modify,antivirus
LockBit 3.0,use,Blister Loader
LockBit 3.0,use,T1110
LockBit 3.0,use,T1110
LockBit 3.0,use,T1110
LockBit 3.0,use,T1110
LockBit 3.0,use,T1110
LockBit,use,T1082
LockBit,use,T1082
LockBit,use,T1082
LockBit,use,T1082
LockBit,use,T1560.001
LockBit,use,Splashtop
LockBit,use,Cobalt Strike
LockBit,use,7-zip
LockBit,use,T1560.001
LockBit,use,T1560.001
LockBit,use,T1560.001
LockBit,use,T1560.001
LockBit,use,Rclone
LockBit,use,FreeFileSync
LockBit,use,MEGA
LockBit,use,T1489
LockBit,use,T1489
LockBit,use,T1489
LockBit,use,T1489
LockBit,use,T1489
LockBit,use,T1489
CVE-2023-34362,exploited by,CL0P ransomware group
CL0P ransomware group,install,LEMURLOOT
LEMURLOOT,use,T1190
PowerShell scripts,used by,BianLian group
BianLian group,use,FTP
BianLian group,use,Rclone
BianLian group,install,Rclone
BianLian group,use,Mega file-sharing service
PsExec,launch,PowerShell
PsExec,launch,WastedLocker
attackers,use,WastedLocker
Sodinokibi,leveraging,Cobalt Strike
Cobalt Strike,deliver,Sodinokibi
Sodinokibi,used by,attackers
AnyDesk,used by,attackers
Cobalt Strike,hosted on,Pastebin
Sodinokibi,hosted on,Pastebin
Cobalt Strike,used to load,shellcode
Cobalt Strike,used by,malicious actors
attackers,attempt to disable,security software
attackers,enable,remote desktop connections
attackers,using,PowerShell commands
Sodinokibi,aka,REvil
Sodinokibi,similar to,Maze ransomware group
Agentemis,aka,Cobalt Strike
malicious SMS messages,use,URL shortening services
Malicious Android Apps,infected with,malware
Greenbug,use,off-the-shelf tools
Greenbug,use,living-off-the-land tools
Greenbug,connection to,Shamoon group
Shamoon group,carried out,disk-wiping attacks
Greenbug,use,Mimikatz
Greenbug,use,Plink
proposal_pakistan110.chm:error.html,opened by,archiver tools
Greenbug,use,proposal_pakistan110.chm:error.html
proposal_pakistan110.chm:error.html,drop,Trojan.Ismdoor
GRUNTStager.hta,executed,Covenant
attackers,executing,PowerShell commands
bitsadmin,download,CSIDL_APPDATA\a8f4.exe
PowerShell,execute,msf.ps1
PowerShell command,follows,w3wp.exe
aspnet_regiis.exe,used to decrypt,web.config
"CSIDL_SYSTEM_DRIVE\[REDACTED]\infopagesbackup
cat.exe",issue,cmd.exe
cmd.exe,issue,CSIDL_SYSTEM\cmd.exe
attackers,use,PowerShell
proposal_pakistan110.chm:error.html,opened by,archiver tool
proposal_pakistan110.chm:error.html,opened by,Microsoft Edge browser
archiver tool,executed,backdoor
attacker's infrastructure,IP,450ebd66ba67bb46bf18d122823ff07ef4a7b11afe63b6f269aec9236a1790cd
attacker's infrastructure,IP,ee32bde60d1175709fde6869daf9c63cd3227155e37f06d45a27a2f45818a3dc
attacker's infrastructure,IP,071e20a982ea6b8f9d482685010be7aaf036401ea45e2977aca867cedcdb0217
Plink tool,set up,tunnel
Plink tool,route connections to,internal machine IP addresses
Phishing emails,spread in,spam campaigns
spam campaigns,use,phishing web pages
file-sharing/storage services,used for,phishing campaigns
Android apps,infected with,malware
The web shell,modification,PhpSpy
PhpSpy,is,backdoor
The web shell,link,magiccoder.ir
GuLoader,delivered as,NSIS executable
GuLoader,observed process,ieinstal.exe
GuLoader,observed process,ieinstal.exe
GuLoader,downloaded from,hxxp://178.73.192[.]15/ca1.exe
GuLoader,abused,transfer[.]sh
Loadpoint,file,Form.pdb
Form.pdb,hash,180970fce4a226de05df6d22339dd4ae03dfd5e451dcf2d464b663e86c824b8e
Form.pdb,load,FormDll.dll
Form.pdb,call,DoRVA
DoRVA,hash,a6020794bd6749e0765966cd65ca6d5511581f47cc2b38e41cb1e7fddaa0b221
DoRVA,the same toolset,Merdoor loader
DoRVA,read and delete,res.ini
DoRVA,read and delete,\TdiProxy0
DoRVA,terminate,egui.exe
DoRVA,terminate,ekrn.exe
DoRVA,terminate,msmpeng.exe
libffmpeg.dylib,hash,a64fa9f1c76457ecc58402142a8728ce34ccba378c17318b3340083eeb7acc67
libffmpeg.dylib,hash,fee4f9dabc094df24d83ec1a8c4e4ff573e5d9973caa676f58086c99561382d7
libffmpeg.dylib,download payload from,https://msstorageazure[.]com/analysis
variants,embed,officestoragebox[.]com/api/biosync
variants,embed,visualstudiofactory[.]com/groupcore
variants,embed,azuredeploystore[.]com/cloud/images
variants,embed,msstorageboxes[.]com/xbox
variants,embed,officeaddons[.]com/quality
variants,embed,sourceslabs[.]com/status
variants,embed,zacharryblogs[.]com/xmlquery
variants,embed,pbxcloudeservices[.]com/network
variants,embed,pbxphonenetwork[.]com/phone
variants,embed,akamaitechcloudservices[.]com/v2/fileapi
variants,embed,azureonlinestorage[.]com/google/storage
variants,embed,msedgepackageinfo[.]com/ms-webview
variants,embed,pbxsources[.]com/queue
Blackfly,use,Backdoor.Winnkit
Backdoor.Winnkit,hash,caba1085791d13172b1bb5aca25616010349ecce17564a00cb1d89c7158d6459
Backdoor.Winnkit,hash,cf6bcd3a62720f0e26e1880fe7ac9ca6c62f7f05f1f68b8fe59a4eb47377880a
Backdoor.Winnkit,hash,e1e0b887b68307ed192d393e886d8b982e4a2fd232ee13c2f20cd05f91358596
Backdoor.Winnkit,hash,a3078d0c4c564f5efb1460e7d341981282f637d38048501221125756bc740aac
Backdoor.Winnkit,hash,714cef77c92b1d909972580ec7602b0914f30e32c09a5e8cb9cb4d32aa2a2196
Blackfly,use,Rootkit driver
Rootkit driver,associated with,Blackfly
Blackfly,use,Credential-dumping tool
Credential-dumping tool,hash,100cad54c1f54126b9d37eb8c9e426cb609fc0eda0e9a241c2c9fd5a3a01ad6c
Blackfly,use,Screenshotting tool
Screenshotting tool,hash,452d08d420a8d564ff5df6f6a91521887f8b9141d96c77a423ac7fc9c28e07e4
Blackfly,use,Process-hollowing tool
Process-hollowing tool,hash,1cc838896fbaf7c1996198309fbf273c058b796cd2ac1ba7a46bee6df606900e
Blackfly,use,SQL tool
SQL tool,hash,4ae2cb9454077300151e701e6ac4e4d26dc72227135651e02437902ac05aa80d
Blackfly,use,Mimikatz
Mimikatz,hash,b28456a0252f4cd308dfb84eeaa14b713d86ba30c4b9ca8d87ba3e592fd27f1c
Blackfly,use,ForkPlayground
ForkPlayground,hash,a3acb9f79647f813671c1a21097a51836b0b95397ebc9cd178bc806e1773c864
Blackfly,use,Proxy configuration tool
Proxy configuration tool,hash,5e51bdf067e5781d2868d97e7608187d2fec423856dbc883c6f81a9746e99b9f
Proxy configuration tool,hash,d4e1f09cb7b9b03b4779c87f2a10d379f1dd010a9686d221c3a9f45bda5655ee
Proxy configuration tool,hash,f138d785d494b8ff12d4a57db94958131f61c76d5d2c4d387b343a213b29d18f
Launcher_S0FT-2O23.exe,is,Vidar Stealer
Launcher_S0FT-2O23.exe,hash of this file,820bbfc1f5023af60a7048a0c25e3db51b481afd6986bf1b5ff806cf604c1f4c
Launcher_S0FT-2O23.exe,hash of this file,e256b5ef66c4e56dac32934594b41e7e8cf432f834046e1c24c0827b120e6ddb
Vaxa.exe,is,Miner Installer
Vaxa.exe,hash,44810cead810cd546a8983e464157a4eb98ebbd518c4f4249e6b99e7f911090f
Vaxa.exe,decrypt,shellcode
shellcode,inject,Task32Main
Task32Main,hash,5630c8f0dcd2393daf8477e6e4e419b0d0faf6780b6f1e00ad7a09fd37ddcdd3
Task32Main,within,Regsvcs.exe
Task32Main,installing,watchdog
hxxp://109[.]206[.]243[.]207/ssh/x86_64,servering,Bash scripts
RapperBot,use,Bash scripts
Bash scripts,hash,7f6e0fa785820075a61819ca6b272a239733b770eb8a92a4056cf5d26d89795f
Bash scripts,download,XMRig crypto miner
XMRig crypto miner,hash,0ad68d5804804c25a6f6f3d87cc3a3886583f69b7115ba01ab7c6dd96a186404
XMRig,for,cryptojacking
XMRig,hash,f06d698967cee77e5a7bf9835b0a93394097e7590c156ed0d8c6304345701cfa
XMRig,merged,RapperBot
malware,link,79[.]137[.]203[.]156
malware,download,miner.bat
malware,download,plugin_3.dll
malware,download,plugin_4.dll
hxxps://discordapp[.]com/api/webhooks/1068100542682902558/9JUsLnJZLyEkc_bGS85KTa5M1VWZ2J496v6Ruo7oUclFE08osfXNZL_OK5YDGOPYHLFy,in,Spidey Bot
Exbyte,upload,Mega.co.nz
Exbyte,check,avghooka.dll
Exbyte,check,avghookx.dll
Exbyte,check,sxin.dll
Exbyte,check,sf2.dll
Exbyte,check,sbiedll.dll
Exbyte,check,snxhk.dll
Exbyte,check,cmdvrt32.dll
Exbyte,check,cmdvrt64.dll
Exbyte,check,wpespy.dll
Exbyte,check,vmcheck.dll
Exbyte,check,pstorec.dll
Exbyte,check,dir_watch.dll
Exbyte,check,api_log.dll
Exbyte,check,dbghelp.dll
Exbyte,similar to,BlackByte
Webworm,develop,Trochilus dropper
Trochilus dropper,hash,6201c604ac7b6093dc8f6f12a92f40161508af1ddffa171946b876442a66927e
Trochilus Dropper,hash,b9a0602661013d973bc978d64b7abb6bed20cf0498d0def3acb164f0d303b646
Trochilus Dropper,hash,c71e0979336615e67006e20b24baafb19d600db94f93e3bf64181478dfc056a8
Trochilus dropper,drop,[TEMP]\Logger.exe
[TEMP]\Logger.exe,hash,28d78e52420906794e4059a603fa9f22d5d6e4479d91e9046a97318c83998679
Trochilus dropper,drop,[TEMP]\sc.cfg
[TEMP]\sc.cfg,hash,a618b3041935ec3ece269effba5569b610da212b1aa3968e5645f3e37d478536
Trochilus dropper,drop,[TEMP]\logexts.dat
